Year,Week,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2017.0,20.0,10.6,0.0,4.6,6.2,7.8,10.4,29.733333333333334,33.7,25.7,9.1,41.8
2017.0,21.0,35.6,0.0,10.714285714285714,17.6,19.0,25.8,28.742857142857137,34.0,23.9,8.742857142857144,57.2
2017.0,22.0,32.6,0.0,6.5600000000000005,18.8,19.6,21.2,29.65,34.4,24.2,8.025,45.7
2017.0,23.0,13.6,0.0,2.2666666666666666,12.6,12.8,12.8,30.2,34.4,25.4,7.550000000000001,39.2
2017.0,24.0,15.8,0.0,3.95,5.4,7.8,8.6,29.2,34.3,24.3,7.6499999999999995,42.8
2017.0,25.0,13.6,0.0,5.0,13.0,13.4,13.4,28.166666666666668,32.1,23.1,6.65,29.9
2017.0,26.0,25.0,25.0,25.0,23.4,24.8,24.8,28.5,31.9,23.7,,
2017.0,27.0,21.8,0.0,4.033333333333334,11.8,19.4,21.6,28.5,33.1,24.7,6.75,36.4
2017.0,28.0,48.0,0.0,12.742857142857144,22.8,31.0,31.4,27.900000000000002,33.0,23.6,7.971428571428571,64.1
2017.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.628571428571426,34.3,27.1,8.342857142857143,29.2
2017.0,30.0,0.2,0.0,0.04,0.2,0.2,0.2,29.975,34.5,27.6,9.379999999999999,66.6
2017.0,31.0,2.4,0.0,0.37142857142857144,1.4,1.4,2.2,29.816666666666666,34.4,27.0,6.7,38.5
2017.0,32.0,22.2,0.0,4.3,15.0,15.2,15.6,28.4,32.9,23.8,4.8999999999999995,33.1
2017.0,33.0,29.2,0.0,4.3428571428571425,13.0,15.6,21.4,28.599999999999998,34.0,23.9,5.385714285714285,35.6
2017.0,34.0,11.6,0.0,2.0285714285714285,11.2,11.6,11.6,28.97142857142857,33.9,24.5,5.642857142857143,33.1
2017.0,35.0,8.2,0.0,2.942857142857143,8.2,8.2,8.2,29.028571428571432,33.8,24.6,5.028571428571428,34.2
2017.0,36.0,11.8,0.0,4.285714285714286,7.6,7.6,7.6,28.685714285714283,33.2,24.8,4.428571428571429,33.1
2017.0,37.0,17.8,0.0,6.6000000000000005,17.4,17.4,17.4,28.95714285714286,34.9,24.1,5.614285714285714,33.1
2017.0,38.0,46.6,0.0,11.52,23.6,32.2,43.0,28.2,33.5,23.9,5.1,41.0
2017.0,39.0,31.4,0.0,8.233333333333333,30.0,31.2,31.4,28.55,34.6,23.4,4.9,51.8
2017.0,40.0,15.2,0.0,3.9714285714285715,11.4,12.2,12.6,28.22857142857143,34.2,24.5,5.085714285714286,38.5
2017.0,41.0,20.2,0.0,7.257142857142858,11.8,13.4,14.4,28.833333333333332,33.7,23.8,5.957142857142856,38.5
2017.0,42.0,9.4,0.0,1.342857142857143,9.4,9.4,9.4,30.042857142857144,34.9,26.6,5.285714285714286,33.1
2017.0,43.0,9.6,0.0,1.9666666666666666,6.6,8.6,9.4,28.833333333333332,34.4,25.0,6.3,33.1
2017.0,44.0,56.8,0.0,12.879999999999999,35.0,47.6,52.4,28.15,33.2,24.6,5.3999999999999995,36.4
2017.0,45.0,41.6,0.6,14.433333333333335,25.2,31.6,39.6,27.38333333333333,32.6,22.9,5.933333333333334,39.6
2017.0,46.0,77.2,0.0,19.900000000000002,28.4,46.8,54.0,28.5,34.3,24.0,5.333333333333333,32.8
2017.0,47.0,14.8,0.0,5.6571428571428575,7.4,9.8,13.4,27.499999999999996,34.4,23.2,6.1571428571428575,47.9
2017.0,48.0,3.0,0.0,1.2857142857142858,1.6,2.2,3.0,28.428571428571427,34.7,25.2,8.942857142857143,43.6
2017.0,49.0,2.2,0.0,0.8,2.0,2.2,2.2,28.350000000000005,34.5,25.2,7.4,37.1
