Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2016,4,19,0.0,0.0,0.0,0.0,31,35.6,28.2,4.7,20.5
Tuas South,2016,4,20,23.2,15.4,19.0,23.0,28.8,33.2,25.2,4.3,29.2
Tuas South,2016,4,21,0.0,0.0,0.0,0.0,30.2,35.1,27.4,4.3,19.1
Tuas South,2016,4,22,6.4,6.4,6.4,6.4,29.6,32.6,26.9,4.0,20.2
Tuas South,2016,4,23,8.6,7.0,8.6,8.6,29.3,32.6,26.9,3.2,23.8
Tuas South,2016,4,24,0.0,0.0,0.0,0.0,29.3,32.1,26.7,6.5,26.3
Tuas South,2016,4,25,1.0,0.6,1.0,1.0,29.2,33.3,27.4,4.3,21.6
Tuas South,2016,4,26,0.0,0.0,0.0,0.0,29.6,32.0,26.9,8.3,34.6
Tuas South,2016,4,27,0.0,0.0,0.0,0.0,29.8,32.4,28.1,5.4,23.8
Tuas South,2016,4,28,0.0,0.0,0.0,0.0,,32.8,28.0,4.3,20.5
Tuas South,2016,4,29,5.6,5.2,5.4,5.6,,31.6,26.2,3.2,25.9
Tuas South,2016,4,30,15.8,10.4,15.4,15.8,,31.5,25.0,6.1,26.6
Tuas South,2016,5,1,0.0,0.0,0.0,0.0,,33.3,26.8,4.3,23.4
Tuas South,2016,5,2,6.2,2.6,3.2,5.6,,32.7,25.6,2.5,18.7
Tuas South,2016,5,3,3.0,3.0,3.0,3.0,,33.7,26.9,5.0,38.2
Tuas South,2016,5,4,0.2,0.2,0.2,0.2,30.7,33.5,28.0,3.2,17.3
Tuas South,2016,5,5,7.0,6.6,6.6,7.0,,33.6,26.1,3.2,20.2
Tuas South,2016,5,6,20.8,17.0,20.0,20.8,,32.8,25.0,5.0,31.3
Tuas South,2016,5,7,54.2,24.6,42.8,51.6,,31.8,23.7,3.6,29.5
Tuas South,2016,5,8,0.0,0.0,0.0,0.0,,32.0,26.7,5.8,19.1
Tuas South,2016,5,9,5.4,5.4,5.4,5.4,,34.3,26.8,3.6,24.1
Tuas South,2016,5,10,1.0,1.0,1.0,1.0,,32.7,27.9,4.7,21.2
Tuas South,2016,5,11,1.6,0.6,1.0,1.4,29.3,32.4,26.9,6.1,28.8
Tuas South,2016,5,12,8.2,6.6,8.2,8.2,29.6,32.7,26.7,6.5,21.6
Tuas South,2016,5,13,4.8,4.6,4.6,4.6,29.3,32.8,26.1,6.1,26.6
Tuas South,2016,5,14,6.4,1.8,3.4,4.6,27.9,30.9,25.8,3.2,18.0
Tuas South,2016,5,15,1.0,1.0,1.0,1.0,28.8,31.8,26.5,6.1,23.8
Tuas South,2016,5,16,0.4,0.4,0.4,0.4,29.1,32.4,26.8,6.1,29.9
Tuas South,2016,5,17,0.2,0.2,0.2,0.2,29.9,32.6,27.6,4.7,18.0
Tuas South,2016,5,18,5.0,2.4,2.6,2.8,28.8,33.0,26.5,6.1,46.4
Tuas South,2016,5,19,0.2,0.2,0.2,0.2,29.3,32.3,26.9,5.8,18.7
Tuas South,2016,5,20,0.0,0.0,0.0,0.0,30.3,32.6,28.6,5.4,18.7
Tuas South,2016,5,21,26.2,18.0,19.2,19.4,29.1,31.1,24.6,10.4,43.9
Tuas South,2016,5,22,12.0,6.0,7.2,10.0,28.9,31.9,25.6,8.3,41.4
Tuas South,2016,5,23,0.0,0.0,0.0,0.0,30.4,34.4,26.6,5.4,20.5
Tuas South,2016,5,24,22.4,21.0,22.2,22.2,,31.8,25.1,6.8,49.7
Tuas South,2016,5,25,0.8,0.8,0.8,0.8,30.3,33.8,26.0,5.8,41.0
Tuas South,2016,5,26,0.0,0.0,0.0,0.0,29.3,31.6,26.2,9.0,34.9
Tuas South,2016,5,27,0.0,0.0,0.0,0.0,30.2,32.7,28.7,7.2,24.1
Tuas South,2016,5,28,0.0,0.0,0.0,0.0,30,32.1,27.6,7.2,27.4
Tuas South,2016,5,29,0.0,0.0,0.0,0.0,30.4,32.6,28.1,6.1,19.4
Tuas South,2016,5,30,0.2,0.2,0.2,0.2,29.2,31.7,27.7,9.4,54.0
Tuas South,2016,5,31,0.2,0.2,0.2,0.2,29.6,32.1,26.2,8.3,34.9
Tuas South,2016,6,1,21.8,10.6,16.6,20.8,27.8,30.0,25.5,4.0,39.2
Tuas South,2016,6,2,0.0,0.0,0.0,0.0,28.7,31.8,26.6,3.6,16.9
Tuas South,2016,6,3,0.0,0.0,0.0,0.0,28.9,32.2,26.7,4.3,19.8
Tuas South,2016,6,4,0.0,0.0,0.0,0.0,,28.5,25.2,4.0,39.6
Tuas South,2016,6,5,0.0,0.0,0.0,0.0,,32.0,26.7,4.7,18.0
Tuas South,2016,6,6,0.0,0.0,0.0,0.0,,33.4,28.2,4.3,20.5
Tuas South,2016,6,7,0.0,0.0,0.0,0.0,,33.0,28.0,4.7,24.5
Tuas South,2016,6,8,2.4,0.6,1.0,1.2,28.2,30.0,24.9,6.8,52.2
Tuas South,2016,6,9,0.0,0.0,0.0,0.0,,31.7,27.1,5.4,31.7
Tuas South,2016,6,10,0.0,0.0,0.0,0.0,,31.3,27.0,6.5,66.2
Tuas South,2016,6,11,1.8,0.8,1.2,1.8,,31.0,27.5,7.6,23.8
Tuas South,2016,6,12,0.2,0.2,0.2,0.2,,31.9,26.8,7.9,24.1
Tuas South,2016,6,13,13.8,9.6,10.2,10.2,,30.8,25.7,5.8,23.4
Tuas South,2016,6,14,0.8,0.8,0.8,0.8,,31.2,27.5,6.1,22.3
Tuas South,2016,6,15,0.6,0.4,0.6,0.6,,29.9,26.5,6.8,24.1
Tuas South,2016,6,16,1.0,0.8,1.0,1.0,,30.8,26.7,6.1,33.1
Tuas South,2016,6,17,208.2,41.6,73.6,94.4,,29.0,24.0,9.4,45.0
Tuas South,2016,6,18,0.8,0.6,0.8,0.8,27.8,29.9,25.7,7.2,29.2
Tuas South,2016,6,19,0.0,0.0,0.0,0.0,27.9,29.9,25.9,4.7,16.2
Tuas South,2016,6,20,0.0,0.0,0.0,0.0,28.6,31.1,25.9,6.5,26.6
Tuas South,2016,6,21,0.0,0.0,0.0,0.0,29.3,32.0,27.3,4.7,17.6
Tuas South,2016,6,22,0.4,0.2,0.2,0.2,27.9,30.3,25.7,3.6,32.4
Tuas South,2016,6,23,0.0,0.0,0.0,0.0,,32.6,27.7,6.1,22.7
Tuas South,2016,6,24,29.2,12.0,19.2,23.8,,29.9,23.5,5.4,64.4
Tuas South,2016,6,25,0.0,0.0,0.0,0.0,29.6,32.3,27.4,7.2,28.1
Tuas South,2016,6,26,0.6,0.6,0.6,0.6,29.4,31.9,28.0,5.8,24.1
Tuas South,2016,6,27,0.0,0.0,0.0,0.0,,31.6,27.8,7.2,22.3
Tuas South,2016,6,28,0.0,0.0,0.0,0.0,,32.5,27.8,8.3,18.4
Tuas South,2016,6,29,0.0,0.0,0.0,0.0,30.6,33.1,28.1,4.7,18.0
Tuas South,2016,6,30,0.0,0.0,0.0,0.0,,33.5,28.9,4.7,19.8
Tuas South,2016,7,1,0.0,0.0,0.0,0.0,,33.5,28.5,4.3,22.0
Tuas South,2016,7,2,0.0,0.0,0.0,0.0,,33.7,28.6,4.3,20.9
Tuas South,2016,7,3,0.0,0.0,0.0,0.0,,33.9,28.8,4.7,22.0
Tuas South,2016,7,4,0.0,0.0,0.0,0.0,,34.1,28.7,5.0,22.0
Tuas South,2016,7,5,0.0,0.0,0.0,0.0,,33.4,28.7,5.0,25.2
Tuas South,2016,7,6,1.0,0.8,0.8,1.0,,31.7,25.3,5.8,42.5
Tuas South,2016,7,7,0.0,0.0,0.0,0.0,,32.3,27.5,6.1,29.5
Tuas South,2016,7,8,35.0,14.8,23.2,30.4,,31.1,24.0,5.4,42.1
Tuas South,2016,7,9,0.0,0.0,0.0,0.0,,32.5,28.0,4.3,23.4
Tuas South,2016,7,10,0.0,0.0,0.0,0.0,,33.1,28.1,5.0,22.7
Tuas South,2016,7,11,30.2,18.8,24.8,30.2,28.6,30.4,24.3,7.9,52.6
Tuas South,2016,7,12,0.0,0.0,0.0,0.0,30.4,33.5,28.1,5.4,20.2
Tuas South,2016,7,13,28.2,22.2,26.8,27.8,28,30.0,25.0,4.3,35.3
Tuas South,2016,7,14,30.2,14.8,23.8,29.4,27.2,29.0,23.6,4.7,50.4
Tuas South,2016,7,15,35.6,19.8,23.6,26.0,27.1,29.4,24.8,5.0,35.6
Tuas South,2016,7,16,0.0,0.0,0.0,0.0,28.6,31.7,25.5,6.5,16.9
Tuas South,2016,7,17,5.6,5.2,5.6,5.6,27.7,30.7,24.6,6.8,46.4
Tuas South,2016,7,18,0.4,0.2,0.4,0.4,28.5,31.1,25.8,8.3,41.8
Tuas South,2016,7,19,12.8,4.0,5.4,8.6,28.2,31.1,24.7,13.0,37.4
Tuas South,2016,7,20,53.0,26.6,29.0,29.2,27.3,29.8,23.9,6.5,38.2
Tuas South,2016,7,21,20.8,10.0,13.0,15.8,27.9,30.3,25.0,8.3,42.1
Tuas South,2016,7,22,5.6,3.2,4.0,4.4,26.8,28.3,25.6,4.3,31.0
Tuas South,2016,7,23,1.0,0.2,0.4,0.6,27.5,31.6,25.4,2.9,17.6
Tuas South,2016,7,24,1.2,0.8,0.8,0.8,27.5,30.0,26.3,4.0,19.8
Tuas South,2016,7,25,0.0,0.0,0.0,0.0,28.1,29.3,27.0,7.2,32.8
Tuas South,2016,7,26,23.8,16.8,22.6,23.0,26.5,27.8,23.8,4.0,54.4
Tuas South,2016,7,27,0.0,0.0,0.0,0.0,28.5,31.5,25.6,5.0,26.3
Tuas South,2016,7,28,4.4,4.0,4.2,4.2,27.7,29.6,24.8,4.0,39.6
Tuas South,2016,7,29,0.0,0.0,0.0,0.0,28.6,31.6,26.1,6.8,24.1
Tuas South,2016,7,30,0.0,0.0,0.0,0.0,29.2,31.6,27.4,5.0,23.4
Tuas South,2016,7,31,0.0,0.0,0.0,0.0,28.9,31.5,27.0,4.7,20.2
Tuas South,2016,8,1,35.8,34.0,34.4,35.4,27.5,28.9,24.5,7.9,36.4
Tuas South,2016,8,2,0.0,0.0,0.0,0.0,29.3,31.6,27.6,8.6,26.3
Tuas South,2016,8,3,2.8,1.6,2.2,2.8,28.1,29.9,23.9,8.6,64.8
Tuas South,2016,8,4,0.0,0.0,0.0,0.0,28.8,30.8,27.1,9.4,29.9
Tuas South,2016,8,5,0.0,0.0,0.0,0.0,29.7,32.6,28.0,5.0,24.8
Tuas South,2016,8,6,0.0,0.0,0.0,0.0,29.5,32.1,28.1,4.3,21.2
Tuas South,2016,8,7,0.0,0.0,0.0,0.0,29.6,31.5,28.2,4.7,20.9
Tuas South,2016,8,8,0.0,0.0,0.0,0.0,29.6,31.5,27.5,4.3,16.6
Tuas South,2016,8,9,0.0,0.0,0.0,0.0,29.3,31.4,27.0,5.8,23.4
Tuas South,2016,8,10,0.0,0.0,0.0,0.0,30.0,32.3,28.4,7.2,20.9
Tuas South,2016,8,11,0.8,0.8,0.8,0.8,29.3,30.7,28.4,9.0,29.9
Tuas South,2016,8,12,9.8,9.8,9.8,9.8,29.2,31.0,25.9,6.8,38.5
Tuas South,2016,8,13,4.2,4.2,4.2,4.2,29.6,31.6,26.2,6.1,25.2
Tuas South,2016,8,14,0.6,0.6,0.6,0.6,29.3,31.1,26.8,10.1,29.5
Tuas South,2016,8,15,0.0,0.0,0.0,0.0,29.7,32.9,28.1,6.8,31.3
Tuas South,2016,8,16,0.0,0.0,0.0,0.0,29.7,32.6,26.0,6.1,27.4
Tuas South,2016,8,17,0.0,0.0,0.0,0.0,29.9,32.5,28.6,5.8,27.0
Tuas South,2016,8,18,0.0,0.0,0.0,0.0,30.4,32.9,28.3,6.8,30.6
Tuas South,2016,8,19,18.6,15.4,16.2,16.8,28.5,31.4,24.3,6.5,50.4
Tuas South,2016,8,20,0.0,0.0,0.0,0.0,29.6,32.2,27.4,7.6,27.7
Tuas South,2016,8,21,17.2,14.0,16.6,16.8,27.8,30.3,23.0,5.0,59.0
Tuas South,2016,8,22,0.0,0.0,0.0,0.0,29.5,31.8,28.0,7.2,22.7
Tuas South,2016,8,23,0.0,0.0,0.0,0.0,29.7,31.7,28.2,5.8,29.9
Tuas South,2016,8,24,48.4,22.4,35.0,46.2,28.5,31.2,25.2,14.4,38.9
Tuas South,2016,8,25,0.0,0.0,0.0,0.0,29.7,32.3,27.3,10.4,26.6
Tuas South,2016,8,26,0.0,0.0,0.0,0.0,29.7,31.8,27.1,11.5,29.9
Tuas South,2016,8,27,0.0,0.0,0.0,0.0,29.7,32.0,28.1,7.2,25.6
Tuas South,2016,8,28,0.0,0.0,0.0,0.0,29.8,32.6,27.5,4.3,19.4
Tuas South,2016,8,29,0.0,0.0,0.0,0.0,30.0,33.1,27.3,4.7,23.8
Tuas South,2016,8,30,4.8,2.4,3.4,3.6,28.1,30.0,26.2,6.5,36.7
Tuas South,2016,8,31,2.8,2.4,2.8,2.8,27.9,29.8,26.1,5.4,21.2
Tuas South,2016,9,1,23.4,7.6,13.4,14.0,27.0,29.8,25.1,3.6,17.6
Tuas South,2016,9,2,0.0,0.0,0.0,0.0,28.5,31.3,25.7,6.5,16.9
Tuas South,2016,9,3,0.0,0.0,0.0,0.0,29.4,31.8,27.1,5.4,14.8
Tuas South,2016,9,4,6.8,6.0,6.8,6.8,28.8,31.9,25.3,4.3,19.4
Tuas South,2016,9,5,0.0,0.0,0.0,0.0,28.5,30.0,25.9,7.2,27.0
Tuas South,2016,9,6,2.4,1.8,2.4,2.4,29.1,31.3,26.0,9.0,28.1
Tuas South,2016,9,7,4.6,2.4,3.0,3.8,28.3,30.0,25.5,13.0,55.1
Tuas South,2016,9,8,0.0,0.0,0.0,0.0,29.7,32.5,28.0,9.0,31.3
Tuas South,2016,9,9,3.2,2.2,2.2,2.4,27.7,32.1,25.3,4.7,38.9
Tuas South,2016,9,10,3.4,3.0,3.2,3.2,27.5,30.2,24.7,7.2,28.4
Tuas South,2016,9,11,19.4,18.8,19.2,19.4,28.6,31.7,24.0,6.1,54.4
Tuas South,2016,9,12,0.0,0.0,0.0,0.0,27.4,29.2,25.8,7.9,44.6
Tuas South,2016,9,13,0.0,0.0,0.0,0.0,29.3,32.6,26.0,5.0,23.0
Tuas South,2016,9,14,18.0,11.2,16.8,18.0,27.2,29.0,24.0,6.5,43.2
Tuas South,2016,9,15,0.0,0.0,0.0,0.0,29.4,32.8,26.6,5.4,20.9
Tuas South,2016,9,16,8.2,5.8,6.0,6.2,28.4,31.2,24.2,9.7,64.1
Tuas South,2016,9,17,4.0,3.8,4.0,4.0,29.2,31.2,25.8,7.9,22.3
Tuas South,2016,9,18,20.4,15.8,19.6,20.2,28.8,31.0,24.2,8.6,52.2
Tuas South,2016,9,19,0.6,0.4,0.6,0.6,29.0,30.8,27.1,10.4,49.3
Tuas South,2016,9,20,12.8,7.6,8.2,8.2,28.7,31.1,24.8,13.7,55.4
Tuas South,2016,9,21,0.0,0.0,0.0,0.0,28.9,31.5,26.5,9.4,32.4
Tuas South,2016,9,22,0.0,0.0,0.0,0.0,29.0,31.5,26.9,7.6,24.5
Tuas South,2016,9,23,0.0,0.0,0.0,0.0,29.3,31.7,27.2,10.4,27.4
Tuas South,2016,9,24,0.0,0.0,0.0,0.0,29.3,32.2,26.7,7.9,30.2
Tuas South,2016,9,25,0.0,0.0,0.0,0.0,29.4,31.7,25.7,6.5,47.2
Tuas South,2016,9,26,0.0,0.0,0.0,0.0,29.1,32.0,27.0,6.5,28.1
Tuas South,2016,9,27,0.0,0.0,0.0,0.0,29.1,30.6,26.2,6.5,22.3
Tuas South,2016,9,28,0.4,0.4,0.4,0.4,30.0,33.1,26.3,7.9,36.7
Tuas South,2016,9,29,0.0,0.0,0.0,0.0,29.3,32.3,26.0,6.5,30.2
Tuas South,2016,9,30,5.4,4.4,5.4,5.4,29.1,32.2,25.3,8.3,40.7
Tuas South,2016,10,1,0.8,0.8,0.8,0.8,28.3,29.7,26.6,6.8,36.0
Tuas South,2016,10,2,1.0,1.0,1.0,1.0,29.7,32.4,25.8,9.4,29.2
Tuas South,2016,10,3,33.2,23.8,31.2,31.8,28.2,30.1,23.8,10.1,46.1
Tuas South,2016,10,4,0.0,0.0,0.0,0.0,28.9,30.8,27.5,7.2,23.8
Tuas South,2016,10,5,0.0,0.0,0.0,0.0,28.9,30.9,26.9,6.5,25.9
Tuas South,2016,10,6,9.4,8.0,8.4,8.8,28.6,30.3,25.4,6.8,39.6
Tuas South,2016,10,7,19.0,6.4,8.4,11.8,26.7,29.3,24.2,7.6,41.0
Tuas South,2016,10,8,0.0,0.0,0.0,0.0,28.3,31.7,24.9,6.5,23.0
Tuas South,2016,10,9,1.0,1.0,1.0,1.0,29.2,31.6,27.1,6.1,22.3
Tuas South,2016,10,10,0.0,0.0,0.0,0.0,29.9,32.3,27.2,7.9,33.5
Tuas South,2016,10,11,0.0,0.0,0.0,0.0,30.1,32.5,27.1,10.1,33.5
Tuas South,2016,10,12,0.0,0.0,0.0,0.0,30.0,32.1,28.2,14.4,38.9
Tuas South,2016,10,13,0.0,0.0,0.0,0.0,29.8,30.8,28.6,14.0,40.3
Tuas South,2016,10,14,37.6,18.0,20.4,20.4,28.7,30.6,23.9,13.7,57.2
Tuas South,2016,10,15,0.0,0.0,0.0,0.0,29.9,32.8,27.2,11.2,34.2
Tuas South,2016,10,16,7.8,3.8,5.2,6.4,29.3,31.5,25.8,15.5,60.8
Tuas South,2016,10,17,0.0,0.0,0.0,0.0,29.3,30.9,28.2,11.9,43.2
Tuas South,2016,10,18,0.4,0.4,0.4,0.4,29.6,32.8,26.1,6.5,19.1
Tuas South,2016,10,19,27.4,20.2,25.0,25.8,27.7,29.6,23.7,5.8,72.7
Tuas South,2016,10,20,0.0,0.0,0.0,0.0,29.2,31.8,26.9,5.0,22.7
Tuas South,2016,10,21,8.2,7.4,8.0,8.0,29.0,30.9,24.8,5.8,20.5
Tuas South,2016,10,22,0.4,0.2,0.4,0.4,28.8,30.2,25.5,7.2,36.0
Tuas South,2016,10,23,0.0,0.0,0.0,0.0,28.9,31.0,26.8,7.2,31.7
Tuas South,2016,10,24,0.4,0.4,0.4,0.4,28.2,30.0,26.5,7.9,31.3
Tuas South,2016,10,25,30.0,24.0,26.4,27.4,27.5,30.8,23.0,5.0,23.8
Tuas South,2016,10,26,2.0,0.6,1.0,1.4,27.6,30.3,24.8,7.6,23.4
Tuas South,2016,10,27,1.0,0.4,0.6,0.6,26.6,28.6,24.2,5.8,28.4
Tuas South,2016,10,28,0.2,0.2,0.2,0.2,27.5,29.9,25.7,6.5,25.9
Tuas South,2016,10,29,16.4,15.6,15.8,15.8,27.6,29.5,24.5,8.3,39.6
Tuas South,2016,10,30,1.6,0.8,1.0,1.4,27.9,30.0,25.7,7.2,38.5
Tuas South,2016,10,31,4.4,4.2,4.2,4.4,28.4,30.5,25.0,6.5,23.4
Tuas South,2016,11,1,5.4,1.4,2.0,3.6,28.2,31.1,25.1,7.6,50.0
Tuas South,2016,11,2,7.2,3.8,5.2,6.8,28.1,31.0,24.2,6.5,50.4
Tuas South,2016,11,3,4.0,3.6,3.8,4.0,28.1,30.7,25.7,8.6,38.5
Tuas South,2016,11,4,3.4,2.4,2.4,2.4,28.1,30.2,26.5,7.2,21.2
Tuas South,2016,11,5,30.8,18.8,18.8,19.6,26.9,29.2,23.7,11.5,43.6
Tuas South,2016,11,6,6.0,4.8,5.6,5.6,28.2,30.6,24.7,8.3,45.7
Tuas South,2016,11,7,0.8,0.2,0.4,0.4,27.2,28.3,26.1,4.7,31.7
Tuas South,2016,11,8,0.0,0.0,0.0,0.0,29.1,31.8,26.5,6.5,16.6
Tuas South,2016,11,9,3.8,3.8,3.8,3.8,28.5,30.2,25.1,6.8,37.8
Tuas South,2016,11,10,0.2,0.2,0.2,0.2,28.1,30.7,26.3,7.2,24.5
Tuas South,2016,11,11,3.8,3.2,3.4,3.6,27.0,30.2,25.1,4.7,15.1
Tuas South,2016,11,12,0.0,0.0,0.0,0.0,27.6,31.0,25.8,5.8,21.2
Tuas South,2016,11,13,0.2,0.2,0.2,0.2,27.5,30.2,25.7,5.8,20.5
Tuas South,2016,11,14,12.0,2.8,5.0,7.0,26.1,27.5,24.9,6.1,32.0
Tuas South,2016,11,15,0.0,0.0,0.0,0.0,27.8,31.1,25.5,4.7,16.9
Tuas South,2016,11,16,17.2,8.2,12.0,16.0,27.2,29.3,24.0,6.1,53.3
Tuas South,2016,11,17,0.2,0.2,0.2,0.2,28.2,31.6,25.9,6.5,24.8
Tuas South,2016,11,18,0.0,0.0,0.0,0.0,28.4,32.3,26.8,4.7,21.2
Tuas South,2016,11,19,17.4,14.4,17.4,17.4,28.4,31.0,24.7,4.3,38.5
Tuas South,2016,11,20,0.0,0.0,0.0,0.0,28.6,31.5,26.9,7.9,30.6
Tuas South,2016,11,21,8.0,6.6,7.8,8.0,28.2,30.9,25.8,8.3,25.6
Tuas South,2016,11,22,23.8,21.4,23.4,23.8,27.9,29.3,24.3,6.1,32.4
Tuas South,2016,11,23,0.8,0.6,0.6,0.8,28.3,30.6,26.3,8.6,45.4
Tuas South,2016,11,24,0.2,0.2,0.2,0.2,28.1,31.4,26.2,6.8,27.7
Tuas South,2016,11,25,0.0,0.0,0.0,0.0,28.4,31.4,26.1,5.8,19.4
Tuas South,2016,11,26,46.0,29.6,38.4,44.2,27.5,31.6,25.2,4.3,21.2
Tuas South,2016,11,27,8.8,3.0,3.8,3.8,27.1,30.1,24.9,6.1,44.3
Tuas South,2016,11,28,0.0,0.0,0.0,0.0,27.9,30.4,26.3,6.5,20.5
Tuas South,2016,11,29,0.0,0.0,0.0,0.0,26.7,28.9,24.8,7.6,24.8
Tuas South,2016,11,30,0.0,0.0,0.0,0.0,28.2,30.8,25.6,7.2,25.2
Tuas South,2016,12,1,45.4,24.0,24.4,35.8,26.1,28.0,23.9,11.2,40.0
Tuas South,2016,12,2,4.6,2.0,2.8,3.0,27.1,29.4,25.0,8.6,29.5
Tuas South,2016,12,3,0.4,0.4,0.4,0.4,27.9,29.9,26.2,4.7,16.6
Tuas South,2016,12,4,1.2,1.0,1.0,1.0,29.4,32.9,26.3,4.0,16.2
Tuas South,2016,12,5,17.2,14.4,16.0,16.6,29.1,33.0,25.4,3.2,21.2
Tuas South,2016,12,6,0.6,0.4,0.6,0.6,28.7,32.3,25.1,5.8,18.0
Tuas South,2016,12,7,0.0,0.0,0.0,0.0,29.2,31.4,27.3,6.8,22.0
Tuas South,2016,12,8,0.6,0.6,0.6,0.6,29.1,32.2,26.2,6.8,50.8
Tuas South,2016,12,9,0.0,0.0,0.0,0.0,27.9,30.9,25.8,6.8,24.5
Tuas South,2016,12,10,0.2,0.2,0.2,0.2,28.3,30.8,25.8,6.5,37.4
Tuas South,2016,12,11,1.8,1.0,1.6,1.8,26.8,29.1,24.4,7.6,47.2
Tuas South,2016,12,12,0.0,0.0,0.0,0.0,28.3,30.6,25.7,8.3,40.0
Tuas South,2016,12,13,0.0,0.0,0.0,0.0,28.4,31.6,26.4,7.2,36.7
Tuas South,2016,12,14,0.0,0.0,0.0,0.0,28.6,32.1,26.5,7.6,28.8
Tuas South,2016,12,15,0.0,0.0,0.0,0.0,28.8,31.5,26.8,6.8,28.4
Tuas South,2016,12,16,0.0,0.0,0.0,0.0,29.2,32.4,27.0,5.8,21.6
Tuas South,2016,12,17,0.0,0.0,0.0,0.0,28.3,31.1,26.9,5.8,19.8
Tuas South,2016,12,18,10.2,4.6,6.2,6.4,27.1,31.6,24.3,8.6,55.8
Tuas South,2016,12,19,0.4,0.2,0.2,0.2,28.2,31.4,25.2,9.4,44.6
Tuas South,2016,12,20,0.2,0.2,0.2,0.2,28.1,31.2,25.6,8.6,37.1
Tuas South,2016,12,21,0.0,0.0,0.0,0.0,28.9,32.0,26.4,8.3,35.3
Tuas South,2016,12,22,2.6,0.8,1.0,1.8,27.3,31.6,25.5,5.8,29.5
Tuas South,2016,12,23,1.2,0.8,1.0,1.2,27.7,31.4,25.9,7.2,41.4
Tuas South,2016,12,24,0.8,0.4,0.6,0.8,27.5,33.1,25.6,7.2,28.4
Tuas South,2016,12,25,0.2,0.2,0.2,0.2,27.5,33.3,25.5,7.6,27.0
Tuas South,2016,12,26,0.0,0.0,0.0,0.0,27.4,30.6,25.3,6.8,25.6
Tuas South,2016,12,27,11.6,10.2,10.2,10.6,26.6,29.9,24.8,6.1,22.0
Tuas South,2016,12,28,0.4,0.2,0.2,0.2,26.1,28.3,24.4,5.8,20.5
Tuas South,2016,12,29,0.0,0.0,0.0,0.0,28.3,32.0,26.0,5.8,19.8
Tuas South,2016,12,30,8.6,5.0,8.6,8.6,27.1,32.0,25.2,7.2,35.6
Tuas South,2016,12,31,0.0,0.0,0.0,0.0,27.1,30.3,25.0,5.8,24.1
Tuas South,2017,1,1,8.2,6.0,7.0,7.6,26.9,31.7,25.3,6.1,24.8
Tuas South,2017,1,2,22.4,11.0,13.2,15.2,26.3,28.7,24.9,4.7,16.6
Tuas South,2017,1,3,0.6,0.4,0.4,0.4,27.2,30.3,25.5,5.4,22.7
Tuas South,2017,1,4,11.6,10.8,11.2,11.6,27.4,30.9,24.3,7.2,40.3
Tuas South,2017,1,5,8.0,7.6,8.0,8.0,27.9,31.2,24.1,5.0,32.0
Tuas South,2017,1,6,0.0,0.0,0.0,0.0,28.8,32.0,26.6,5.0,14.8
Tuas South,2017,1,7,0.0,0.0,0.0,0.0,29.6,32.3,27.1,3.6,11.9
Tuas South,2017,1,8,0.0,0.0,0.0,0.0,29.8,32.5,27.3,5.0,18.0
Tuas South,2017,1,9,0.0,0.0,0.0,0.0,29.3,31.8,27.6,7.2,24.1
Tuas South,2017,1,10,0.0,0.0,0.0,0.0,29.1,32.9,27.0,7.2,22.3
Tuas South,2017,1,11,0.0,0.0,0.0,0.0,28.6,31.9,26.9,7.9,22.0
Tuas South,2017,1,12,0.0,0.0,0.0,0.0,28.4,30.9,26.4,6.1,20.5
Tuas South,2017,1,13,0.0,0.0,0.0,0.0,28.9,32.3,27.1,6.1,22.0
Tuas South,2017,1,14,0.0,0.0,0.0,0.0,28.2,30.3,26.3,6.5,20.9
Tuas South,2017,1,15,1.0,1.0,1.0,1.0,28.7,31.5,25.8,7.2,32.8
Tuas South,2017,1,16,0.0,0.0,0.0,0.0,28.3,31.1,26.2,9.0,29.9
Tuas South,2017,1,17,0.0,0.0,0.0,0.0,28.6,31.4,26.8,5.8,19.8
Tuas South,2017,1,18,0.4,0.4,0.4,0.4,27.4,31.7,25.9,6.1,22.3
Tuas South,2017,1,19,34.8,28.6,34.8,34.8,27.0,32.2,23.0,6.5,27.0
Tuas South,2017,1,20,3.2,2.4,2.8,3.2,26.8,28.9,24.1,9.0,41.4
Tuas South,2017,1,21,11.4,3.6,4.6,7.2,26.9,30.6,24.8,5.0,23.0
Tuas South,2017,1,22,7.2,3.6,3.8,4.0,26.8,31.1,25.0,6.8,25.9
Tuas South,2017,1,23,61.6,13.6,18.6,32.6,25.3,27.1,23.8,4.0,32.0
Tuas South,2017,1,24,6.4,1.0,1.8,2.6,24.6,25.3,24.0,7.6,21.6
Tuas South,2017,1,25,8.6,4.8,6.2,8.2,26.1,29.9,23.5,6.5,24.8
Tuas South,2017,1,26,0.8,0.6,0.8,0.8,27.6,31.9,24.7,5.4,22.3
Tuas South,2017,1,27,0.6,0.6,0.6,0.6,27.4,31.7,25.5,7.6,29.2
Tuas South,2017,1,28,0.0,0.0,0.0,0.0,26.8,29.6,24.9,7.6,24.8
