unique location,lat,long
Choa Chu Kang Ave 4 ,1.3827764,103.7415944
Jln Rumia,1.3112223,103.7977104
Hougang Ave 9,1.3750117,103.8810633
"Sennett Ave, Pl",1.3188487,103.9386538
Upp Changi Rd ,1.3374077,103.9595225
Yishun St 31 ,1.4314822,103.8456793
Joon Hiang Rd,1.353078,103.8750824
Bedok Industrial Pk E ,1.3360729,103.9500561
Lor 24AGeylang ,1.312143,103.8840403
Jln Berjaya ,1.3526347,103.8453092
Jln Limau Purut,1.3233262,103.9477789
Gangsa Rd ,1.3778066,103.7663345
Bowmont Gdns ,1.31433,103.9200577
Surin Ave,1.3560139,103.8835131
"Happy Ave Nth, East ",1.3310599,103.8810156
Jln Merah Saga,1.3120656,103.7984352
"Westwood Ave, Walk",1.3511997,103.6990227
Boundary Rd ,1.3556455,103.8718769
"Bedok Rd, Walk",1.3264714,103.9512968
"Eunos Ave 7, 7A",1.3229772,103.8980792
Broadrick Rd,1.3013538,103.8906425
Florence Rd,1.3656622,103.8859105
"Tanah Merah Kechil Ave, Rd, Rise",1.3295629,103.9461517
Woodleigh Cl,1.33621,103.8682851
"Lor 6, 8 Geylang",1.3114014,103.8762991
Jln Kenarah ,1.384732,103.8710814
Newton Rd ,1.3162825,103.8413256
Lor 27A Geylang ,1.3149892,103.8848435
"Yunnan Dr 1,Rd",1.3377248,103.6912061
Pasir Ris St 71 ,1.3755676,103.9373989
Chai Chee Ave ,1.3250333,103.9246368
"Lor 14, 16 Geylang",1.3111228,103.8792018
Fowlie Rd,1.3066601,103.9027949
"Bedok Rise, Ter ",1.3263931,103.9482762
Choa Chu Kang Ctrl ,1.3810208,103.7469358
Ernani St ,1.3198647,103.9257788
Bedok Nth St 2,1.3286351,103.9372078
"Amber Gdns,Rd",1.3013325,103.8991142
Binchang Walk ,1.3509379,103.8464765
Haigsville Dr,1.310033,103.8981681
Jln Kechubong ,1.3858384,103.8761856
Upp Boon Keng Rd ,1.314381,103.8720873
Woodlands Ave 4,1.4381579,103.7957198
"Eng Kong Cres,Ter",1.3354922,103.7690988
Upp Bt Timah Rd ,1.3584451,103.7675295
Boundary Cl ,1.3592556,103.8597847
Hougang St 51 ,1.3799946,103.8881167
Pasir Ris Rise ,1.3765609,103.9591194
Ang Mo Kio Ave4 ,1.3763427,103.8394465
Jln Pintau,1.3542529,103.8395606
Brookvale Dr,1.3296595,103.7686661
Dalvey Rd ,1.3147259,103.8226387
Cornwall Gdns,1.3162359,103.8009036
Hazel Pk Ter ,1.3717218,103.764282
Woodlands Dr 70,1.4411362,103.7983161
Puay Hee Ave,1.3316698,103.8711799
Lor 14 Geylang ,1.311298,103.8791603
Woodlands Dr 14,1.4316858,103.7915305
Westwood Ave,1.3511997,103.6990227
Lor K Telok Kurau,1.3130423,103.9116196
Lor 31 Geylang,1.3149521,103.8869017
"Jln Pari Burong, Dedap",1.3343063,103.9462887
Sennett Ave,1.3188487,103.9386538
Sgoon Central ,1.3510464,103.8730466
Lor G Telok Kurau ,1.3171163,103.9101586
Lor 8 Geylang,1.3104433,103.87721
Yishun Ave 4 ,1.418593,103.840647
"Chuan Dr, Lk",1.3603904,103.8668733
Gentle Dr,1.3206892,103.8412974
Butterworth Ln ,1.3125829,103.8958523
Geylang,1.3200544,103.8917746
Neram Rd,1.3842729,103.8678061
Buangkok View,1.3821015,103.8851286
Loyang Cres,1.3819018,103.9723607
Peakville Ave ,1.3326308,103.9450872
Holland Hill,1.3101736,103.8016408
"Senoko Cres,Dr, Rd",1.4625659,103.8063107
Lor 22 Geylang,1.3115181,103.8822222
Cairnhill Circle,1.3069563,103.8383728
Jln Rajawali,1.3435129,103.7684682
Sgn Ave 1 ,1.3546564,103.8716088
"Sunrise Ave, Dr ",1.3894442,103.8570017
"Lor 32, 34, 36 Geylang",1.3127845,103.8869213
Kaki Bukit Ave 1 ,1.3347731,103.9077134
"Leith Pk, Rd ",1.3620971,103.8741237
Dafne St ,1.321247,103.9262703
Corporation Drive ,1.3330012,103.7231731
Tanah Merah Kechil Road,1.328329,103.9437666
Kallang Ave,1.3110557,103.8647218
Telok Kurau Rd ,1.3122916,103.9108615
Anchorvale Cres ,1.398666,103.8907686
"Lor 8, 12Geylang",1.3117531,103.8769931
"West Coast Pl, Ter",1.3135179,103.7586396
KensingtonPark Dr,1.3678191,103.8696678
Lor Melayu ,1.322173,103.9101531
Jln Pelikat,1.3544951,103.8868833
Toh Guan Road East,1.3368715,103.7521614
Thomson Ridge,1.3518422,103.8336427
"Woodlands Lk, Ter",1.4511062,103.8096188
Simet St 2 ,1.3440316,103.9556108
Bishan St 23,1.3561586,103.8475747
Lor H Telok,1.3162713,103.9107491
Yishun St 81 ,1.4150832,103.8373311
"Sunrise Ave, Cl, Dr, Ln, Ter, Way ",1.3894442,103.8570017
Amber Rd,1.3000032,103.9000674
Toh Guan Rd ,1.3363443,103.7475947
Jurong West Ctrl 1 ,1.342604,103.7054434
Teck Whye Ln ,1.3788984,103.7526191
Jln Tenteram ,1.3270591,103.8594238
Pasir Ris Dr 1 ,1.3711059,103.9488267
Lorong Chuan,1.3539077,103.8644061
Cairnhill Rd ,1.3067162,103.8373289
Pasir Ris St 41 ,1.3727321,103.9588154
"Lor 26, 28Geylang",1.3118102,103.884764
Kurau,1.3122916,103.9108615
Woodlands Dr 60,1.4468837,103.7995844
Lor 33 Getlang ,1.3152493,103.8877557
Meyer Rd,1.2971589,103.8913837
"Goldhill Ave, Dr",1.3207212,103.8329972
Ampat ,1.337901,103.884739
Tampines St 45 ,1.3591474,103.9577982
Jln Hock Chye,1.3590535,103.8903717
Hindoo Rd ,1.3079731,103.8547067
Pasir Ris St 51,1.367898,103.9525058
Pasir Ris Grove ,1.371058,103.9452663
Chancery Ln ,1.3198936,103.8379513
Woodlands Dr 52 ,1.4340433,103.7994684
Dyson Rd ,1.3256017,103.8398457
Lucky Hts ,1.3175152,103.9408532
Beach Rd,1.2991589,103.8589325
Bedok Rise ,1.3263931,103.9482762
Jln Sembilang,1.3560091,103.8350375
Guan Soon Ave ,1.3378585,103.9536234
Dido St ,1.3210752,103.9258213
Dedap Lk ,1.3880599,103.8670322
Jln Menarong ,1.3710454,103.8303511
Toh Guan Rd East ,1.3368715,103.7521614
Rivervale St ,1.3884218,103.9034649
Lor M Telok Kurau ,1.3109464,103.9124768
Belimbing Ave ,1.33256,103.8767869
Lothian Ter,1.3121832,103.9212942
Bedok Ria Cres ,1.326854,103.9531946
New Upp Changi Rd ,1.3245193,103.9351317
Jln Kemboja ,1.3315129,103.8736473
Lange Rd,1.3586382,103.8767903
Yunnan Dr ,1.3377248,103.6912061
S'goon Nth Ave 3 ,1.3729806,103.8715518
Mackenzie Rd ,1.3056672,103.8483225
Yishun Ring Rd ,1.4260876,103.8321594
Grace Walk,1.3583177,103.8687741
Cranborne Rd ,1.3052067,103.8872304
Eunos Rd 5 ,1.3204327,103.8961606
Jurong West Ave 3 ,1.35189,103.7046678
Jurong West St42 ,1.3532078,103.721804
Chuan Link ,1.360874,103.8663221
"Sungei Kadut Ave, Way",1.4032412,103.7546595
"Pasir Ris Lk, Rise",1.3720937,103.9473728
Lim Tua Tow Rd,1.3547084,103.8761809
Hemsley Ave,1.3689172,103.8655259
Whampoa Dr ,1.3235847,103.8565156
Bedok Nth Ave 1,1.3283757,103.9267275
Jln Anggerek ,1.3295279,103.8818569
Jln Usaha ,1.3454324,103.883258
Canberra Cres ,1.4451794,103.8308611
Highland Rd ,1.3578343,103.8788724
Carpmael Rd,1.3107036,103.8998908
Rochor Canal Rd ,1.3034848,103.8556326
Maidstone Rd,1.3051529,103.7759969
"How Sun Ave, Cl, Dr ",1.3448685,103.8806696
Lengkong Tiga ,1.3243821,103.91147
"Lor 4, 5, 6, 7 Realty Pk",1.3686791,103.8876476
Compassvale Dr,1.3878883,103.8969344
Rosewood Dr,1.4295215,103.7853307
Corporation Rd ,1.3380754,103.717018
"Eunos Ave 5, 5A, 6, 7, 8A ",1.3212123,103.8972956
Begonia Dr ,1.387128,103.8623338
Bedok South Rd,1.3203597,103.9378409
Jln Bahagia ,1.327168,103.858069
 Ang Mo Kio Ave 10 ,1.366942,103.856596
Selegie Rd ,1.3030725,103.850061
Havelock Rd ,1.2890324,103.8359869
Potong Pasir Ave 2 ,1.3322343,103.8671036
Bloxhome Dr ,1.3624968,103.8625588
Yunnan Dr 1 ,1.3377248,103.6912061
Ah Hood Rd,1.3276907,103.8467576
Marine Cres ,1.3053361,103.9120281
Tanglin Halt Rd ,1.3021663,103.797285
Jln Gumilang ,1.3589472,103.7604051
Geylang Rd JlnSuka ,1.3122073,103.8833391
Lincoln Rd ,1.3151667,103.8428241
"Lor 27, 27A Geylang",1.314708,103.88373
Eunos Ave 7 ,1.3229904,103.8981483
Katong Rd ,1.3078724,103.8952083
Teck Whye Ln,1.3788984,103.7526191
Marsiling Ln ,1.4449026,103.7760819
Jln Kelichap,1.3468834,103.8813653
Hougang St 91,1.3771029,103.8821387
Pasir Ris St 52 ,1.3747071,103.9461073
Yishun Ave 5 ,1.4304017,103.8310578
Loyang Ave ,1.3737391,103.9746186
Jln Simpang Bedok ,1.3331203,103.9464341
"Begonia Dr, Ln, Ter, Walk ",1.387128,103.8623338
Ave 2 ,1.3209156,103.8870987
"Mt Sinai Dr, Rise",1.3175596,103.7804475
Jln Terang Bulan ,1.3222868,103.9244546
Chestnut Dr ,1.3692511,103.7695212
"Eng KongCres, Rd ",1.3331935,103.7678953
Ang Mo Kio Ave1 ,1.3636049,103.8473581
Onan Rd,1.3110822,103.9004189
Yishun Ave 4,1.418593,103.840647
Jln Sempadan,1.3123429,103.9273523
Handy Rd,1.2996254,103.8464005
Bedok Reservoir View ,1.3368264,103.936717
Ubi Rd 1,1.3295985,103.8922267
Joo Chiat Ter,1.3148068,103.9028814
Terang Bulan Ave,1.3217871,103.9224923
Eastwood Dr,1.3233243,103.9557363
Jurong West St 24 ,1.3501592,103.7068711
Bt Teresa Rd ,1.2756815,103.8265166
Sembawang Cres,1.4447308,103.8167416
"Lor 32, 34Geylang",1.3127845,103.8869213
Kim Keat Lk ,1.3324775,103.8580168
Jurong West St 65,1.339965,103.7010383
"Eastwood Dr, Green, Pl, Walk ",1.3233243,103.9557363
"Lor 4, 6, 7 Realty Pk",1.3684442,103.8876375
Hougang St 52 ,1.3767515,103.8894006
Farrer Rd ,1.3174775,103.8077374
Bt Batok St 31 ,1.3589162,103.7511175
Hougang Ave 2,1.3680548,103.8854872
Charlton Rd,1.3549226,103.8817505
Boon Teck Rd ,1.3269162,103.8500812
Punggol Central ,1.4022904,103.9070022
"Pasir Ris Hts, View",1.3822466,103.941623
Lor 105 Changi ,1.3164609,103.9026964
Jln Malu Malu ,1.4419236,103.8261609
Jurong West St 71 ,1.342723,103.6954423
Kingswear Ave,1.3680671,103.8655659
Sims Ave,1.3160559,103.887811
S'goon Rd ,1.349128,103.8734316
Lincoln Rd,1.3151667,103.8428241
Hougang Ctrl ,1.3711415,103.8926156
Cavan Rd ,1.3109267,103.861539
Kismis Ave,1.3358327,103.7730377
"Parry View, Walk",1.3658545,103.8790057
Jln Pelatina ,1.3509368,103.8346689
Court Rd ,1.2884308,103.8458053
Peck Hay Rd,1.3091072,103.8387501
Miltonia Cl,1.4178261,103.8477547
Bishan St 24,1.3565862,103.844408
Casuarina Rd,1.375008,103.8280592
Tampines St 86 ,1.3536318,103.9295529
"Lor 1, 4, 6, 7Realty Pk ",1.3106041,103.8726161
Jln Kelempong,1.3622742,103.9674548
Bt Batok West Ave 5 ,1.3585255,103.7425132
"Lor 4, 8, 10, 12,16 Geylang",1.3118252,103.8798479
Jln Remis ,1.3151001,103.9362594
Jln Chorak ,1.3606173,103.8814023
West Coast Rd ,1.3102382,103.7563407
Guillemard Ln ,1.3101366,103.8808235
Lor 30 Geylang ,1.312709,103.8863383
Mandai Est,1.4069266,103.7587164
Pearl Bank ,1.2825919,103.8398038
"Kings Cl, Rd ",1.317697,103.8032364
Tampines St 45,1.3591474,103.9577982
"Parry Ter, View, Walk ",1.3660443,103.8784125
Sgoon Nth Ave 1 ,1.3664661,103.8731593
Upp Changi Rd East,1.3374077,103.9595225
Nth Bridge Rd,1.2989282,103.8559489
"Lor 25A, 27, 27AGeylang",1.3142892,103.8831075
"Lor 16, 20, 22 Geylang ",1.3118313,103.8795779
Jln Setia ,1.3333961,103.8803534
Tai Seng Dr,1.3380165,103.8933492
Ah Soo Gdn ,1.3502098,103.8835225
Flora Rd  ,1.3597191,103.9658888
"Joo Chiat Pl, Ter",1.3099091,103.9020269
Tampines St 24 ,1.3553387,103.9517559
Woodlands Sector 1,1.4543809,103.8079027
Defu Ln 7,1.3558893,103.8972592
Woodgrove Dr ,1.4291311,103.7817074
"Punggol Central, Pl",1.4022904,103.9070022
St Georges Rd ,1.3231352,103.862383
S'goon Ctrl Dr ,1.349128,103.8734316
French Rd ,1.3078243,103.8611394
Jln Ma'mor ,1.3282055,103.8572634
Pandan Gdns,1.3206434,103.7484672
Yishun Ave 6,1.432994,103.8453055
Jln Ismail ,1.3230526,103.9069745
Bowmont Gdn ,1.31433,103.9200577
Lengkong Empat,1.3281155,103.9127553
Woo Mon Chew Rd,1.3153401,103.9294957
Lor 39 Geylang ,1.3159773,103.890676
Lavender St,1.3123505,103.8614704
Bencoolen St,1.2999856,103.8512486
Jurong East St 21 ,1.3369686,103.7433703
Woodleigh Pk,1.3401437,103.8671466
"Eng Kong Cres, Gdn",1.3354922,103.7690988
Tah Ching Rd ,1.3375173,103.7230735
Jln Kechubong          ,1.3858384,103.8761856
Lor 2 Toa Payoh ,1.3360505,103.8462992
Bournemouth Rd,1.301964,103.8935082
Sungei Tengah Rd,1.3919346,103.7299388
Jln Siantan,1.3224869,103.796788
Hai Sing Cres ,1.3647934,103.8936825
 Shunfu Rd ,1.3519757,103.8374493
Ee Teow Leng Rd,1.3580182,103.8781289
Jln Salang,1.4392762,103.8260038
Ho Ching Rd,1.3344133,103.7240854
Tuas South Way,1.2692032,103.6292673
Kaki Bt Ave 3,1.3373461,103.9088085
Duku Rd,1.3094759,103.9050407
BedokReservoir Rd,1.3370403,103.9215479
Pillai Rd ,1.3472766,103.8797163
Lor 24A Geylang ,1.312143,103.8840403
Shunfu Rd ,1.3519757,103.8374493
Yishun St 22,1.4371689,103.8374991
Telok BlangahDr ,1.2728149,103.8083695
Bartley Rd ,1.3441821,103.8762229
Shelford Rd,1.3274854,103.811185
Lor 21 A Geylang ,1.3152308,103.8804867
Poh Huat Ter,1.3672182,103.878884
Gladiola Dr ,1.354837,103.8288664
"Lor 6, 7 Realty Pk",1.3684442,103.8876375
Choa Chu Kang St 52 ,1.3948475,103.7439801
Lim Teck Boo Rd ,1.3434379,103.8848304
The Inglewood,1.3606918,103.8300362
Lor K TelokKurau,1.3130423,103.9116196
Rd ,1.3054637,103.8251528
Elizabeth Dr ,1.3059505,103.8359819
Bright Hill Cres,1.3560697,103.8324836
Verde Cres,1.3903926,103.7508486
Clementi WestSt 1 ,1.3047221,103.7666794
Tai Hwan Grove ,1.3565584,103.85959
JlnBangau ,1.3837573,103.8715861
Lengkok Bahru,1.2869338,103.8137417
Jurong West Ave 5 ,1.3465681,103.6969139
Fernvale Lk ,1.3936113,103.87613
"Senoko Cres, Dr, Rd",1.4625659,103.8063107
Lor 35 Geylang,1.3153115,103.8884972
Cornwall Gdns ,1.3162359,103.8009036
"Lor 24A, 26, 28, 32 Geylang",1.3124236,103.8839383
Woodlands Ter,1.4520034,103.8079265
Faber Dr ,1.3191653,103.7591298
Lor J TelokKurau ,1.3140655,103.9109188
Woodlands Industrial Pk E5,1.4514048,103.7951552
Jln Rajah ,1.3279521,103.8513285
Jln KelabuAsap ,1.3106587,103.7977679
Woodlands Dr 16,1.4300615,103.7945328
"Yunnan Dr 1, Rd",1.3377248,103.6912061
Yishun Ave 11 ,1.4246671,103.8446169
"Pasir Ris Hts, View ",1.3822466,103.941623
Ang Mo Kio Ave 5 ,1.376001,103.8561138
Jln Molek ,1.3115211,103.8833665
Elite Ter,1.3162269,103.9249945
Redhill Cl ,1.286539,103.816976
Arthur Rd ,1.3017751,103.8880084
Sin Ming Ave ,1.3632469,103.8362326
Recreation Ln ,1.3516416,103.8746155
Lakeside Dr,1.3426768,103.7200945
Bt Timah Rd ,1.3228014,103.8151035
 Ang Mo Kio Ave 5 ,1.376001,103.8561138
Jln Hajijah ,1.3134769,103.9356559
CommonwealthCres ,1.3076629,103.7996916
Lucky Hts,1.3175152,103.9408532
Jln Lateh ,1.3454956,103.8695215
Branksome Rd,1.3035753,103.891135
Medway Dr ,1.3636459,103.8634469
Choa Chu Kang St 64 ,1.397576,103.750071
Pk Villas Green,1.3679257,103.8794579
"Phoenix Gdn, Walk",1.3768014,103.7584725
Primrose Ave,1.3158098,103.9345991
Lor 4 Geylang ,1.3099766,103.8760568
Pasir Ris Dr 10 ,1.3789458,103.9377105
Jln Chegar ,1.3537113,103.8388771
"Lor M, N Telok Kurau",1.3098618,103.9119077
Mcnair Rd ,1.3200278,103.8585331
Jln Keris ,1.3101355,103.9195489
"Merryn Ave, Ter",1.325779,103.8263594
Alnwick Rd ,1.364702,103.8682376
BoscombeRd ,1.3056791,103.8949486
Havelock Rd,1.2890324,103.8359869
Jln Suka ,1.3122073,103.8833391
Geylang Rd,1.3134257,103.8837629
Sembawang Hills Dr ,1.3759852,103.8304256
S'goon Nth Ave 4,1.3735826,103.8733095
Pending Rd,1.3762379,103.7710963
Highland Cl ,1.3592669,103.878699
Marshall Rd ,1.3065054,103.9013515
Jln Nuri ,1.2989416,103.8937515
Ah Hood Rd ,1.3276907,103.8467576
Flora Rd ,1.3597191,103.9658888
Chiku Rd ,1.3141366,103.9056005
River Valley Rd,1.2955326,103.8378235
Bedok Rd ,1.3264714,103.9512968
Rosewood Dr ,1.4295215,103.7853307
Guillemard Rd ,1.3112603,103.885691
Admiralty Dr ,1.4506645,103.8170878
"Flora Dr, Rd",1.3565253,103.9653785
Bt Batok St 21 ,1.3464976,103.7533512
Sturdee Rd ,1.3128073,103.8586266
Hougang St 22,1.3556597,103.8909906
Hougang Ave 5 ,1.3673384,103.8963423
Bedok North Road ,1.330635,103.9303281
Toa Payoh Nth ,1.3416825,103.8493198
Hougang Ave 5,1.3673384,103.8963423
Jurong East Ave1 ,1.3440585,103.7348419
Carpmael Rd ,1.3107036,103.8998908
Lor 1A Toa Payoh ,1.337022,103.8448183
Wellington Circle,1.4531146,103.8215989
Klang Ln ,1.3083426,103.8522102
Jln Cherpen,1.4370103,103.8275057
Lor Melayu,1.322173,103.9101531
"Lor 1, 6, 7Realty Pk ",1.3107296,103.8725654
Pine Cl ,1.3080564,103.8829232
CommonwealthDr ,1.3000361,103.7972929
Bloxhome Dr,1.3624968,103.8625588
Belgravia Dr,1.3796432,103.8648233
"East Coast Dr, Ter",1.3106953,103.9221512
East Coast Ave,1.3099359,103.9236144
Choa Chu KangCres ,1.4032103,103.7484734
Elliot Rd ,1.3120178,103.930608
Yio Chu Kang Rd ,1.3913524,103.8565907
Happy Ave East ,1.3302147,103.8814575
Joo Chiat Ter ,1.3148068,103.9028814
How Sun Rd ,1.3450732,103.8810355
Jln Sotong ,1.3084029,103.9116574
Rosyth Rd,1.362697,103.8765551
Holland Pk ,1.3094986,103.8043658
Bukit Batok West Ave 6 ,1.3534023,103.7430789
"Sungei Kadut St 1, 2",1.4096138,103.7492571
Kovan Rd,1.3586256,103.8813575
Venus Rd,1.3585322,103.8280236
Bt Batok St 11 ,1.349818,103.7433344
Mei Ling St,1.2942719,103.8031883
"Begonia Cres, Dr ",1.3887555,103.8624425
"Kaki Bt Ave 2, 3 ",1.3366578,103.9009483
"Bedok Ave, Rd ",1.3217159,103.9527354
Lor 2 Toa Payoh,1.3360505,103.8462992
Penjuru Pl,1.3155382,103.7331055
Wimborne Rd,1.3048558,103.8860012
Harvey Rd ,1.3334982,103.8844686
Dunman Rd,1.3095418,103.8961544
Lowland Rd,1.361151,103.8832573
Bukit Batok St21 ,1.3464976,103.7533512
Sin Ming Ave,1.3632469,103.8362326
Jln Paras ,1.3258853,103.9168687
Bt Batok West Ave 4 ,1.3627196,103.7470249
St. Patrick's Rd,1.3080632,103.912676
Lor 6 Toa Payoh ,1.3383922,103.8530122
Bendemeer Rd,1.3206315,103.865235
Holt Rd ,1.2942277,103.8258088
"Verde Ave, Cres",1.3908293,103.7515716
Jln Kechot ,1.321949,103.9068222
Flora Road,1.3597191,103.9658888
Simei St 4 ,1.3420111,103.9559533
Tampines St 82,1.3516141,103.9365762
Potong Pasir Ave 1 ,1.3349168,103.8669414
Jalan Raya ,1.3284855,103.8831132
Toh Tuck Ter,1.3387385,103.7687421
"Eng KongCres, Gdn",1.3354922,103.7690988
"Parry Ter, View",1.3666472,103.8782336
Yishun Ave 7 ,1.4386091,103.8333688
Teban Gdns Rd,1.3220012,103.7414853
Geylang Bahru ,1.3222623,103.8704758
Penjuru Pl ,1.3155382,103.7331055
Jln Bt Merah,1.2835601,103.8193897
Lor 23 Geylang,1.3151388,103.8813018
S'goon Ave 4 ,1.349128,103.8734316
Choa Chu Kang Nth 5,1.3919048,103.7467749
Tampines St 23,1.3537876,103.9533691
Ruby Ln,1.3275419,103.8670246
Lor L ,1.3119655,103.9118591
Bedok South Rd ,1.3203597,103.9378409
Sungei Kadut Loop ,1.4139013,103.7436097
Jurong East St 24,1.34344,103.7401204
Jln Minggu ,1.3541572,103.836625
Kang Ching Rd ,1.3390798,103.7219436
Lakepoint Dr,1.3407539,103.7176514
Lor 33 Geylang ,1.3152493,103.8877557
Jln Khamis ,1.3534454,103.8379672
Jln Buloh Perindu,1.3095314,103.9206941
Dryburgh Ave ,1.3165154,103.9211906
Jln Satu,1.3092984,103.8867443
Green Ln ,1.3112417,103.8926889
Teban Gdns Rd ,1.3220012,103.7414853
Dickson Rd ,1.3054173,103.8539179
Carlisle Rd,1.314383,103.8480691
Jurong West St 73,1.3471723,103.699818
"Lor 9, 13, 15, 17,19 Geylang",1.3129515,103.8763726
Fernwood Ter ,1.3096585,103.9246045
Buffalo Rd ,1.3067427,103.8507191
"Tembeling Ln, Rd",1.3139803,103.9011028
Tampines St 41,1.3588468,103.9486549
Hacienda Gr ,1.3131868,103.927301
Jln Satu ,1.3092984,103.8867443
Lavender St ,1.3123505,103.8614704
West Coast Way,1.3158962,103.7557578
Bukit Batok West Ave 4 ,1.3627196,103.7470249
Roseburn Ave,1.3150164,103.9179902
Jln Tenaga ,1.3324728,103.9065967
Lor 7 Toa Payoh ,1.3373559,103.8563814
Woodlands St 82 ,1.4432749,103.7913931
Joo Chiat Rd,1.3099091,103.9020269
Verde Pl,1.3918652,103.7520753
Aljunied Ave 2 ,1.3209156,103.8870987
Dakota Cres ,1.3065326,103.8859887
"East Coast Ave, Ter ",1.3099359,103.9236144
Lor N Telok Kurau ,1.3098618,103.9119077
Jln Jarak ,1.3825396,103.8725119
"Toh Tuck Dr, Rd",1.3410807,103.7704562
Woodlands Dr 71 ,1.4397727,103.8002157
Colchester Gr,1.3579888,103.8673666
Vaughan Rd,1.3472508,103.8710779
Serangoon Ctrl ,1.3510464,103.8730466
Bt Batok East Ave 3 ,1.3445646,103.7581811
Bt Batok West Ave 6 ,1.3534023,103.7430789
Sunbird Circle ,1.3391852,103.9576992
Simei St 2 ,1.3455308,103.9543763
Tuas South Ave 1,1.3168543,103.6280899
Barker Rd ,1.3195134,103.8339627
St Georges Ln,1.3223134,103.8617541
 Joon Hiang Rd ,1.353078,103.8750824
Butterfly Ave ,1.3339342,103.8767922
"Bedok Ln, Rd, Walk ",1.3288153,103.9479887
Dakota Cres,1.3065326,103.8859887
Yishun Ave 7,1.4386091,103.8333688
Jedburgh Gdns,1.314281,103.920697
"Aroozoo Ave,Ln ",1.3553669,103.8853119
Dunman Ln,1.3088754,103.8953676
Queens Rd ,1.3206693,103.8093452
Evelyn Rd,1.3162359,103.8400196
Pasir Ris St 53 ,1.3740966,103.9470266
Defu Ave 2 ,1.3604122,103.9010609
Springside Cres ,1.4053203,103.8233651
Lor 7 Geylang ,1.3125935,103.8758157
Kwong Ave,1.3306439,103.8710724
Ang Mo Kio Ave 2,1.3727518,103.8331481
Ong Lye ,1.3479061,103.8790427
Lor Ampas ,1.3262992,103.8527727
Sin Ming Walk ,1.3645715,103.8325057
Jln Ulu Siglap ,1.31458,103.927812
Woodlands Rise ,1.447006,103.8044709
West Coast Dr ,1.3138283,103.7593183
Jln Tua Kong,1.3155361,103.9257955
Kwong Ave ,1.3306439,103.8710724
Hillside Dr ,1.3577472,103.8773652
Jln Terubok ,1.3543896,103.8353438
Teban Gardens Rd ,1.3220012,103.7414853
Sengkang West Way ,1.3950839,103.8761765
Bournemouth Rd ,1.301964,103.8935082
Bt Batok St 25 ,1.3438522,103.7609115
Lim Tua TowRd ,1.3547084,103.8761809
Tampines St 23 ,1.3537876,103.9533691
"West Coast Ave, Ln, Ter",1.3138555,103.7569916
Butterfly Ave,1.3339342,103.8767922
Lor 25 Geylang ,1.3144854,103.8824746
Jln Melati ,1.3290994,103.883073
Woodlands Rd ,1.4092225,103.7559021
Jln Tari Dulang ,1.4000298,103.8703845
Haig Rd,1.3094682,103.8977379
"Eunos Ave 6, 7",1.3220731,103.897137
Woodlands Dr 60 ,1.4468837,103.7995844
"Daisy Ave, Rd",1.3448137,103.8668251
Changi Rd ,1.3182725,103.9085841
Jln Telang,1.3768048,103.8288719
Eng Kong Cres,1.3354922,103.7690988
Jln Joran ,1.3853739,103.8693914
Jln Kelabu Asap ,1.3106587,103.7977679
Bangkit Rd ,1.3776889,103.7741527
Lor 20 Geylang,1.311358,103.8813418
Wilby Rd ,1.3319315,103.788757
Sungei Kadut Way,1.4068853,103.7498702
Bedok Nth Rd,1.330635,103.9303281
Poh Huat Rd West ,1.3675692,103.8775691
Jln Novena Barat,1.3230337,103.8422019
Tanglin Halt Rd,1.3021663,103.797285
Sgn Central Dr,1.3546564,103.8716088
Edgefield Plains,1.4005857,103.9088722
Marine Cres,1.3053361,103.9120281
Peakville Ter ,1.3329403,103.9445869
Chuan Dr ,1.3603904,103.8668733
Keppel Bay Dr ,1.2660771,103.8165448
"Joo Chiat Ave, Pl, Walk",1.3099091,103.9020269
CompassvaleLink ,1.3835374,103.8951886
"Sungei Kadut St 2, 3",1.4127972,103.7515621
Pearl's Hill Ter,1.2832831,103.8413392
Jln Grisek ,1.324459,103.9179367
Jln Rabu,1.3534165,103.8374688
Jurong East Ave 1 ,1.3440585,103.7348419
Woodlands Dr 53 ,1.4323921,103.7971953
Yishun Ave 11,1.4246671,103.8446169
Bt Batok East Ave 5 ,1.3532617,103.7549128
Flora Dr ,1.3565253,103.9653785
Hythe Rd ,1.3681539,103.8673828
Upp S'goon Rd,1.349128,103.8734316
Gilstead Rd,1.317167,103.8388651
Tg Rhu Rd ,1.2973043,103.8764649
Parry View ,1.3658545,103.8790057
Fernvale Ln ,1.3894612,103.8708423
Huddington Ave ,1.3677293,103.8651785
Thomson Walk,1.3765499,103.8326719
Mimosa Ter,1.3839482,103.8607115
Segar Rd ,1.3881772,103.7715087
MacphersonRd ,1.3312078,103.8789855
Elite Ter ,1.3162269,103.9249945
Owen Rd ,1.3147707,103.8521392
Upp S'goon Cres ,1.349128,103.8734316
East Coast Ave ,1.3099359,103.9236144
Hougang Central ,1.3713044,103.89205
"West Coast Ln, Pl, Ter",1.31298,103.7590349
Bedok South Ave 1,1.3177824,103.932945
Queen St ,1.2995426,103.8534866
Boo Lay Pl ,1.3468417,103.7128488
Chai Chee St,1.328435,103.9226395
Bt Merah Central ,1.2834458,103.8161326
Eunos Ave 7,1.3229904,103.8981483
Defu Ln 7 ,1.3558893,103.8972592
